qp,job,qp_NSQF,qp_sector,similarity
Green Hydrogen Plant Junior Technician (Desalination),Welder and fitter,3.0,Green Jobs,0.4651467800140381
Food Regulatory Affairs Manager,Solar PV installer,6.0,Food Processing,0.4651387333869934
Crochet Lace Tailor,Forklift operator,3.0,Handicrafts and Carpet,0.46510183811187744
Sanitation worker,Welder and fitter,2.0,Food Processing,0.46498268842697144
Product Conceptualization Engineer,Forklift operator,6.0,Automotive,0.4649629592895508
Cottage Cheese Maker,Welder and fitter,3.0,Food Processing,0.46494239568710327
Autobody Repair,Automotive technician,4.5,Automotive,0.46491312980651855
Warranty Incharge,Solar technician,6.0,Automotive,0.46490100026130676
Traditional Snack and Savoury Maker,Truck driver,3.0,Food Processing,0.4648554027080536
Assistant Electronic Mechanic,Welder and fitter,3.0,Iron and Steel,0.4648536741733551
CMS Engineer - Wind Power Plant,Welder and fitter,5.0,Green Jobs,0.46481800079345703
Guest Service  Associate (Food & Beverage),Truck driver,4.0,Tourism & Hospitality,0.4647957980632782
Hygiene Coordinator,Truck driver,4.0,Food Processing,0.46477872133255005
Textile Finishing Machine Operator,Solar technician,2.0,Textile,0.464749813079834
Effluent Treatment Plant Operator - Food Processing Facility,Solar PV installer,3.0,Food Processing,0.4646822214126587
Mechanic - Belt Conveyor,Welder and fitter,3.0,Iron and Steel,0.46467089653015137
House Keeper - Mechanised Equipments,Welder and fitter,3.0,Iron and Steel,0.4646569490432739
Quality Assurance Manager,Solar PV installer,6.0,Food Processing,0.4646424651145935
Artisanal Chocolate Maker-Entrepreneur,Solar technician,4.0,Food Processing,0.4645783305168152
Fortified Rice Technician,Solar technician,4.0,Food Processing,0.4645766615867615
Automotive Telecaller,Truck driver,4.0,Automotive,0.4645597040653229
Feedstock Manager - Procurement and Composition,Truck driver,6.0,Green Jobs,0.464532732963562
Repair - Welder,Solar PV installer,4.0,Automotive,0.46452781558036804
Glass Toy Maker - Artisan,Forklift operator,4.0,Handicrafts and Carpet,0.46450239419937134
Craft Specialist- Paper Mache,Welder and fitter,4.0,Handicrafts and Carpet,0.4644848704338074
Embossing Artisan (Metalware),Car sales advisor,2.5,Handicrafts and Carpet,0.4644562900066376
Food Lab Instrumentation Specialist,Mechanical fitter,5.0,Food Processing,0.4644531011581421
Automotive Machining Lead Technician,Electrician,4.5,Automotive,0.4644341766834259
Cone Winder-cum-Pirn Winder,Welder and fitter,3.0,Textile,0.4644070267677307
Electric Vehicle Product Design Engineer,Solar technician,4.5,Automotive,0.46435266733169556
Housekeeping Trainee,Welder and fitter,3.0,Tourism & Hospitality,0.4643040597438812
Planishing Artisan (Metalware),Solar PV installer,3.0,Handicrafts and Carpet,0.46427327394485474
Tufted Weaving Assistant Supervisor (Carpets),Welder and fitter,4.5,Handicrafts and Carpet,0.4642150402069092
Ice Cream Processing Technician,Forklift operator,4.0,Food Processing,0.4641915261745453
Green Logistics Practices,Forklift operator,4.0,Green Jobs,0.4641377329826355
Construction Technician-Wind Power Plant,Electrician,4.0,Green Jobs,0.46413105726242065
Automotive Spare Parts Operations Assistant,Welder and fitter,2.5,Automotive,0.46411484479904175
Loader  Operator (Mining),Mechanical fitter,4.0,Mining,0.4641059935092926
Tufting Gun Operator (Carpets),Solar PV installer,3.0,Handicrafts and Carpet,0.46408751606941223
Automotive Assembly Assistant,Electrician,2.0,Automotive,0.46407437324523926
Automotive Spare Parts Operations Assistant,Car sales advisor,2.5,Automotive,0.4640299081802368
Manager- Waste Management,Solar PV installer,6.0,Green Jobs,0.4640266001224518
Transport Coordinator-Tourism and Hospitality,Mechanical fitter,4.0,Tourism & Hospitality,0.46402448415756226
Restaurant Service (WorldSkills),Car sales advisor,4.5,Tourism & Hospitality,0.4639425277709961
Auto Component Assembly Fitter,Solar technician,4.0,Automotive,0.46393850445747375
Automotive Machining Operator,Welder and fitter,3.0,Automotive,0.46382302045822144
Food Delivery Professional,Hotel front desk clerk,3.0,Tourism & Hospitality,0.46379584074020386
Automotive Welding Machine Lead Technician,Automotive technician,4.5,Automotive,0.46377959847450256
Assistant Chef,Truck driver,3.0,Tourism & Hospitality,0.4637033939361572
Paint Line Operator (Paper Mache),Mechanical fitter,2.5,Handicrafts and Carpet,0.4636470377445221
Potter (Kumhar) including traditional ceramics and terracotta product maker,Mechanical fitter,2.5,Handicrafts and Carpet,0.4636297821998596
Supervisor - Battery Operations,Truck driver,5.0,Iron and Steel,0.4634588360786438
Automotive Maintenance Lead Technician- Mechanical,Welder and fitter,5.0,Automotive,0.46340233087539673
Material Preparation Worker (Ceramics),Solar technician,2.5,Handicrafts and Carpet,0.46335864067077637
Guest Service Associate (Housekeeping),Truck driver,4.0,Tourism & Hospitality,0.4633566737174988
Guest Service Associate (Front Office),Car sales advisor,4.0,Tourism & Hospitality,0.46334847807884216
Assistant Lab Technician - Food and Agricultural Commodities,Solar technician,4.0,Food Processing,0.4633328318595886
Fish and Seafood Processing Technician,Solar technician,3.0,Food Processing,0.4633322060108185
House Keeper - Mechanised Equipments,Solar technician,3.0,Iron and Steel,0.46328476071357727
Paper Mache Art Promoter (Paper Mache),Car sales advisor,4.5,Handicrafts and Carpet,0.4632253646850586
Automotive Body Repair Assistant,Welder and fitter,2.5,Automotive,0.46318334341049194
Green Hydrogen Plant Junior Technician- Storage,Welder and fitter,3.0,Green Jobs,0.46315836906433105
EOT Overhead Crane Operator,Truck driver,3.0,Iron and Steel,0.46315455436706543
Guest House Caretaker,Truck driver,4.0,Tourism & Hospitality,0.46314939856529236
Modeller (Ceramics),Solar PV installer,3.5,Handicrafts and Carpet,0.46312713623046875
Leather Toy Maker - Artisan,Mechanical fitter,3.0,Handicrafts and Carpet,0.463090717792511
Inlay Artisan (Metalware),Solar technician,3.0,Handicrafts and Carpet,0.4630783796310425
Automotive Assembly Master Technician,Automotive technician,5.0,Automotive,0.4630632996559143
Latexing Man (Carpets),Solar technician,2.5,Handicrafts and Carpet,0.46304380893707275
Process Control Engineer - Basic Oxygen Furnace (BOF),Solar PV installer,6.0,Iron and Steel,0.46298766136169434
Patisserie and Confectionery (WorldSkills),Welder and fitter,4.5,Tourism & Hospitality,0.462974488735199
Automotive Production Equipment Design Engineer,Automotive technician,5.0,Automotive,0.46294981241226196
Supervisor - Control Room (Steel Melting Shop),Forklift operator,5.0,Iron and Steel,0.4629368185997009
Dairy Products Processor,Welder and fitter,5.0,Food Processing,0.46289533376693726
Green Hydrogen Plant Junior Technician - Power Sources,Welder and fitter,3.0,Green Jobs,0.46287310123443604
Honey Processor,Welder and fitter,2.0,Food Processing,0.4628463387489319
Electric Vehicle Quality Control Inspector,Truck driver,3.5,Automotive,0.4628147482872009
Fitter Instrumentation,Forklift operator,3.0,Iron and Steel,0.46280625462532043
Effluent Treatment Plant Operator - Food Processing Facility,Welder and fitter,3.0,Food Processing,0.4628041386604309
Fitter - Chemical Processing (Textiles),Welder and fitter,4.0,Textile,0.4628039300441742
Traditional Snack and Savoury Maker,Solar PV installer,3.0,Food Processing,0.46280384063720703
Winding Tenter,Electrician,3.0,Textile,0.4627911150455475
Kitchen Trainee,Truck driver,3.0,Tourism & Hospitality,0.46278250217437744
Acid Cleaner (Metalware),Solar technician,3.0,Handicrafts and Carpet,0.46276235580444336
Instructor - Rope Activities,Solar technician,4.0,Tourism & Hospitality,0.4627459943294525
Solar PV Installer - Electrical,Welder and fitter,4.0,Green Jobs,0.4627251923084259
Automotive Body Repair Assistant,Solar PV installer,2.5,Automotive,0.4626850485801697
Kitchen Trainee,Forklift operator,3.0,Tourism & Hospitality,0.4626481533050537
Hank Dyer,Forklift operator,3.0,Textile,0.46263861656188965
HEMM  Mechanic,Forklift operator,4.0,Mining,0.4625560939311981
Quality checker - Stonecraft,Solar PV installer,3.5,Handicrafts and Carpet,0.4625545144081116
Automotive IIOT Application Technician,Truck driver,3.5,Automotive,0.462543785572052
Automotive Service Advisor,Electrician,6.0,Automotive,0.46252936124801636
Commis,Car sales advisor,4.0,Tourism & Hospitality,0.46252599358558655
Multi Skill Technician (Food Processing),Truck driver,4.0,Food Processing,0.4625227451324463
Kitchen Stewarding Shift In charge,Mechanical fitter,3.5,Tourism & Hospitality,0.46249186992645264
Compressor  Operator,Truck driver,4.0,Mining,0.4624326825141907
Draw Frame Operator,Truck driver,3.0,Textile,0.4624112844467163
Assistant Instructor - Rope Activities,Solar PV installer,3.0,Tourism & Hospitality,0.4623810648918152
Automotive Engine Repair Technician,Car sales advisor,4.0,Automotive,0.46237826347351074
Four Wheeler Service Lead Technician,Solar technician,4.0,Automotive,0.4623088240623474
Automotive Additive Manufacturing Technician,Truck driver,3.5,Automotive,0.4623044729232788
Automotive Welding Machine Operator (Manual and Robotics),Truck driver,3.0,Automotive,0.4622800946235657
Automotive Body Repair Assistant,Forklift operator,2.5,Automotive,0.4622724652290344
Traditional Soft Toy Maker-Artisan,Welder and fitter,2.5,Handicrafts and Carpet,0.4622660279273987
Carpet Quality Checker,Welder and fitter,4.0,Handicrafts and Carpet,0.4622529149055481
Mine Shotfirer/Blaster,Truck driver,4.0,Mining,0.46222925186157227
Automotive Engine Repair Technician,Electrician,4.0,Automotive,0.4620818495750427
Solar PV Manufacturing Technician,Mechanical fitter,4.0,Green Jobs,0.46202123165130615
Four Wheeler Service Assistant,Forklift operator,3.0,Automotive,0.4620068073272705
HEMM Electrician,Truck driver,4.0,Mining,0.4619234800338745
Automotive Machining Operator,Forklift operator,3.0,Automotive,0.4619198441505432
Automotive Product Testing Technician,Forklift operator,3.5,Automotive,0.4619126319885254
Iron & Steel  Utility Hand Plant Operations,Forklift operator,1.0,Iron and Steel,0.46189385652542114
Abrasion & Grinding Machine Operator,Forklift operator,3.0,Handicrafts and Carpet,0.4618592858314514
Automotive Plastic Moulding Technician,Forklift operator,3.0,Automotive,0.4618293046951294
Electric Vehicle Assembly Operator,Solar technician,2.5,Automotive,0.46181392669677734
Automotive Customer Relationship Manager,Forklift operator,5.5,Automotive,0.46180546283721924
Automotive Accessory Fitter,Car sales advisor,4.0,Automotive,0.4617874026298523
Four Wheeler Service Technician,Solar technician,4.0,Automotive,0.4617862105369568
Crochet Lace - Supervisor,Solar PV installer,3.5,Handicrafts and Carpet,0.4617244005203247
Refrigeration Technician - Food Processing Facility,Truck driver,4.0,Food Processing,0.46169930696487427
Ambulance Driver,Solar technician,4.0,Automotive,0.4616868495941162
Adventure Travel Guide,Solar PV installer,5.0,Tourism & Hospitality,0.46166253089904785
Automotive Plastic Moulding Assistant,Solar PV installer,2.0,Automotive,0.4616571068763733
Automotive Assembly Operator,Truck driver,3.0,Automotive,0.461652547121048
Automotive CNC Machining Technician,Truck driver,4.0,Automotive,0.4615823030471802
Food Regulatory Affairs Manager,Mechanical fitter,6.0,Food Processing,0.4615362882614136
Autobody Repair,Truck driver,4.5,Automotive,0.4615110158920288
Warper - Direct Warping Machine,Truck driver,3.0,Textile,0.4615078270435333
Light Motor Vehicle Driver,Forklift operator,2.5,Automotive,0.46144914627075195
Textile Post Processing Machine Operator,Solar technician,2.0,Textile,0.461410790681839
Automotive Washer,Truck driver,2.0,Automotive,0.4614066779613495
Plant Biscuit Production Specialist,Solar technician,4.0,Food Processing,0.46139732003211975
Textile Post Processing Machine Operator,Forklift operator,2.0,Textile,0.46138232946395874
Automotive Assembly Operator,Solar technician,3.0,Automotive,0.4613419771194458
Automotive Welding Machine Operator (Manual and Robotics),Solar technician,3.0,Automotive,0.46133309602737427
Leaf Utility Products Artisan,Forklift operator,2.0,Handicrafts and Carpet,0.4613165855407715
Automotive Press Shop Assistant,Solar PV installer,2.0,Automotive,0.4612937867641449
Supervisor - Rolling Mills,Forklift operator,5.0,Iron and Steel,0.46127504110336304
Mine Shotfirer/Blaster,Mechanical fitter,4.0,Mining,0.46126601099967957
Electric Vehicle Service Lead Technician,Solar PV installer,4.5,Automotive,0.4612584114074707
Ground Crew Chief (Paragliding),Hotel front desk clerk,4.0,Tourism & Hospitality,0.46124184131622314
Fitter Electronic Assembly,Forklift operator,3.0,Iron and Steel,0.4612317681312561
Street Food Vendor- Standalone,Mechanical fitter,4.0,Tourism & Hospitality,0.4612068235874176
Mining Rescuer,Truck driver,3.0,Mining,0.46117815375328064
House Keeping with Mechanised Equipments,Solar technician,2.0,Iron and Steel,0.46113407611846924
Loader  Operator (Mining),Truck driver,4.0,Mining,0.46110373735427856
Supervisor - Rolling Mills,Welder and fitter,5.0,Iron and Steel,0.4610772430896759
CNG Kit Fitment Technician,Solar technician,3.0,Automotive,0.4610556364059448
Lab assistant (Ceramics),Forklift operator,3.5,Handicrafts and Carpet,0.4610549807548523
Mountain Cuisine Chef,Hotel front desk clerk,5.0,Tourism & Hospitality,0.46100202202796936
Automotive Assembly Technician,Forklift operator,4.0,Automotive,0.4609999358654022
Automotive Machining Operator,Truck driver,3.0,Automotive,0.46094223856925964
Kolhapuri Chappal Maker,Solar technician,3.5,Handicrafts and Carpet,0.46091198921203613
Loom Supervisor  Knotted Carpet,Truck driver,3.5,Handicrafts and Carpet,0.4608215391635895
Taxi Driver,Automotive technician,3.0,Automotive,0.46080732345581055
Automotive AC Technician,Solar technician,3.0,Automotive,0.4607994556427002
Soya Products Processor,Welder and fitter,4.0,Food Processing,0.4607938528060913
Assistant - Packaging & Marking Operation,Truck driver,3.0,Iron and Steel,0.4607768654823303
Assistant Mechanic - Instrumentation,Solar PV installer,3.0,Iron and Steel,0.4607466757297516
Two Wheeler Service Technician,Solar technician,4.0,Automotive,0.46064090728759766
Fish and Sea food  Processor,Solar PV installer,2.0,Food Processing,0.46059685945510864
Kolhapuri Chappal Maker,Truck driver,3.5,Handicrafts and Carpet,0.4605962932109833
Test Engineer-Product/Vehicle,Automotive technician,5.0,Automotive,0.46058619022369385
Effluent Treatment Plant Operator - Food Processing Facility,Forklift operator,3.0,Food Processing,0.4605538845062256
Front Office Trainee,Truck driver,3.0,Tourism & Hospitality,0.46052086353302
Instrumentation Technician (Mineral Sands),Solar technician,4.5,Mining,0.46044546365737915
Tufted Weaving Assistant Supervisor (Carpets),Solar technician,4.5,Handicrafts and Carpet,0.46044403314590454
Restaurant Manager,Solar PV installer,5.5,Tourism & Hospitality,0.4604124426841736
Textile Processing Preparatory Operator,Solar technician,2.0,Textile,0.4604065716266632
Supervisor - Control Room (Steel Melting Shop),Solar technician,5.0,Iron and Steel,0.46040502190589905
Assistant Mechanic - Bearing Maintenance,Solar technician,3.0,Iron and Steel,0.46033212542533875
Finished Package Checker-cum-Packer  - Spinning,Truck driver,3.0,Textile,0.46032586693763733
Cone Winder-cum-Pirn Winder,Solar technician,3.0,Textile,0.4602962136268616
Finisher (Woodware),Truck driver,2.5,Handicrafts and Carpet,0.4602510929107666
Taxi Driver,Solar technician,3.0,Automotive,0.46024781465530396
Fruits and Vegetables Selection In-Charge,Solar PV installer,3.0,Food Processing,0.46024635434150696
Parasailing (Equipment) Supervisor,Solar technician,6.0,Tourism & Hospitality,0.4601428806781769
Electric Vehicle Product Design Engineer,Truck driver,4.5,Automotive,0.4600711762905121
Green Hydrogen Plant Junior Technician - Power Sources,Electrician,3.0,Green Jobs,0.46005961298942566
Supervisor - Control Room (Steel Melting Shop),Welder and fitter,5.0,Iron and Steel,0.4600520730018616
Solar PV Structural Assistant Design Engineer,Mechanical fitter,5.0,Green Jobs,0.4600007236003876
Tool Room Designer,Solar PV installer,5.0,Automotive,0.45995956659317017
